alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,source_y,class_index,class_label
toc_uco_oc04_swd_157,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_158,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_159,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_160,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_161,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_162,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.5,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_163,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_164,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_165,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_166,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_167,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_168,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.5,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_169,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_170,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_171,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_172,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_173,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_174,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_175,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_176,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_177,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_178,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_179,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_180,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_181,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_182,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.6666666666666666,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_183,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_184,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_185,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.6666666666666666,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_186,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_187,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_188,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_189,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_190,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_191,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_192,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_193,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_194,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_195,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_196,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_197,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_198,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_199,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_200,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_201,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_202,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.5,0.0,0.0,0.5,0.5,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_203,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_204,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_205,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_206,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.5,0.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_207,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_208,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_209,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_210,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_211,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_212,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_213,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_214,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_215,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_216,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_217,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_218,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_219,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_220,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_221,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_222,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_223,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_224,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_225,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_226,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.5,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_227,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.5,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_228,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_229,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_230,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_231,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,0.5,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_232,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_233,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_234,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_235,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_236,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_237,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_238,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.0,1.0,0.0,0.5,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_239,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_240,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_241,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.3333333333333333,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_242,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_243,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_244,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_245,toc_uco_oc04_swd,oc04_swd,1.0,0.5,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_246,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_247,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_248,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_249,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_250,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_251,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,1.0,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_252,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.0,0.5,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_253,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_254,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_255,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_256,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_257,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_258,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_259,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_260,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_261,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_262,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_263,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_264,toc_uco_oc04_swd,oc04_swd,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_265,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_266,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_267,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_268,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.5,0.5,1.0,0.0,1,2,Cl2
toc_uco_oc04_swd_269,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_270,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_271,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_272,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_273,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_274,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_275,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,1,2,Cl2
toc_uco_oc04_swd_276,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.5,0.5,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_277,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_278,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_279,toc_uco_oc04_swd,oc04_swd,0.5,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,1,2,Cl2
toc_uco_oc04_swd_280,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1,2,Cl2
toc_uco_oc04_swd_281,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_282,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1,2,Cl2
toc_uco_oc04_swd_283,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_284,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_285,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1,2,Cl2
toc_uco_oc04_swd_286,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,1,2,Cl2
toc_uco_oc04_swd_287,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,0.0,0.0,0.5,1,2,Cl2
toc_uco_oc04_swd_288,toc_uco_oc04_swd,oc04_swd,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,1.0,1,2,Cl2
toc_uco_oc04_swd_289,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,2,3,Cl3
toc_uco_oc04_swd_290,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,2,3,Cl3
toc_uco_oc04_swd_291,toc_uco_oc04_swd,oc04_swd,0.5,0.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,2,3,Cl3
toc_uco_oc04_swd_292,toc_uco_oc04_swd,oc04_swd,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,1.0,0.0,1.0,2,3,Cl3
toc_uco_oc04_swd_293,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,2,3,Cl3
toc_uco_oc04_swd_294,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,2,3,Cl3
toc_uco_oc04_swd_295,toc_uco_oc04_swd,oc04_swd,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,2,3,Cl3
toc_uco_oc04_swd_296,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.5,2,3,Cl3
toc_uco_oc04_swd_297,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.5,1.0,2,3,Cl3
toc_uco_oc04_swd_298,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.5,0.5,0.5,1.0,2,3,Cl3
toc_uco_oc04_swd_299,toc_uco_oc04_swd,oc04_swd,1.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.5,0.0,1.0,0.0,2,3,Cl3
toc_uco_oc04_swd_300,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.5,0.0,0.0,0.5,0.5,1.0,0.5,2,3,Cl3
toc_uco_oc04_swd_301,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,2,3,Cl3
toc_uco_oc04_swd_302,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,1.0,0.6666666666666666,0.0,1.0,0.5,0.0,0.5,2,3,Cl3
toc_uco_oc04_swd_303,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,2,3,Cl3
toc_uco_oc04_swd_304,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,0.5,0.5,0.0,2,3,Cl3
toc_uco_oc04_swd_305,toc_uco_oc04_swd,oc04_swd,0.5,0.5,0.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,2,3,Cl3
toc_uco_oc04_swd_306,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,1.0,1.0,1.0,2,3,Cl3
toc_uco_oc04_swd_307,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.5,0.5,0.5,1.0,2,3,Cl3
toc_uco_oc04_swd_308,toc_uco_oc04_swd,oc04_swd,0.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,2,3,Cl3
toc_uco_oc04_swd_309,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.5,0.5,0.5,1.0,2,3,Cl3
toc_uco_oc04_swd_310,toc_uco_oc04_swd,oc04_swd,1.0,1.0,0.6666666666666666,0.5,0.0,0.0,0.5,0.5,1.0,0.5,2,3,Cl3
toc_uco_oc04_swd_311,toc_uco_oc04_swd,oc04_swd,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.5,2,3,Cl3
toc_uco_oc04_swd_312,toc_uco_oc04_swd,oc04_swd,0.0,1.0,0.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.5,2,3,Cl3
