alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,source_y,class_index,class_label
toc_uco_oc08_studentperformance_164,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.75,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,0.0,0.0,0.25,0.21333333333333335,4,5,Cl5
toc_uco_oc08_studentperformance_165,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.75,0.5,1.0,0.25,0.75,0.75,0.05333333333333334,3,4,Cl4
toc_uco_oc08_studentperformance_166,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.25,0.5,0.0,0.0,0.5,0.0,6,7,Cl7
toc_uco_oc08_studentperformance_167,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,0,1,Cl1
toc_uco_oc08_studentperformance_168,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.25,0.0,0.0,0.5,0.0,5,6,Cl6
toc_uco_oc08_studentperformance_169,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.75,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.75,1.0,0.25,0.75,0.25,0.0,0,1,Cl1
toc_uco_oc08_studentperformance_170,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.25,0.0,0.0,0.5,0.02666666666666667,6,7,Cl7
toc_uco_oc08_studentperformance_171,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.0,0.5,1.0,0.0,3,4,Cl4
toc_uco_oc08_studentperformance_172,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.25,0.75,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75,0.5,1.0,0.0,0.0,0.5,0.0,0,1,Cl1
toc_uco_oc08_studentperformance_173,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.75,0.75,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.75,1.0,0.0,0.0,0.75,0.05333333333333334,3,4,Cl4
toc_uco_oc08_studentperformance_174,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.05333333333333334,3,4,Cl4
toc_uco_oc08_studentperformance_175,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.75,0.75,0.0,0.75,1.0,0.02666666666666667,4,5,Cl5
toc_uco_oc08_studentperformance_176,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.75,0.75,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.75,0.5,0.75,0.0,0.75,0.75,0.05333333333333334,1,2,Cl2
toc_uco_oc08_studentperformance_177,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.5,0.5,0.75,0.5,0.13333333333333333,3,4,Cl4
toc_uco_oc08_studentperformance_178,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.0,0.0,0.25,0.05333333333333334,4,5,Cl5
toc_uco_oc08_studentperformance_179,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.75,0.5,0.25,0.5,0.5,0.13333333333333333,2,3,Cl3
toc_uco_oc08_studentperformance_180,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,0.25,0.25,0.5,1.0,0.0,7,8,Cl8
toc_uco_oc08_studentperformance_181,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.75,0.75,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.5,0.0,0.7466666666666667,2,3,Cl3
toc_uco_oc08_studentperformance_182,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.75,0.5,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.18666666666666668,4,5,Cl5
toc_uco_oc08_studentperformance_183,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.75,0.75,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.25,0.5,0.75,0.16,4,5,Cl5
toc_uco_oc08_studentperformance_184,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.25,0.5,0.02666666666666667,4,5,Cl5
toc_uco_oc08_studentperformance_185,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.5,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.25,0.5,0.0,0.25,1.0,0.0,6,7,Cl7
toc_uco_oc08_studentperformance_186,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,1.0,0.75,0.75,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.08,3,4,Cl4
toc_uco_oc08_studentperformance_187,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.0,0.0,0.25,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.05333333333333334,3,4,Cl4
toc_uco_oc08_studentperformance_188,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.75,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.25,0.13333333333333333,5,6,Cl6
toc_uco_oc08_studentperformance_189,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,3,4,Cl4
toc_uco_oc08_studentperformance_190,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.75,0.75,0.75,1.0,1.0,0.16,2,3,Cl3
toc_uco_oc08_studentperformance_191,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.5,0.25,0.5,0.75,1.0,0.10666666666666667,3,4,Cl4
toc_uco_oc08_studentperformance_192,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,5,6,Cl6
toc_uco_oc08_studentperformance_193,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,6,7,Cl7
toc_uco_oc08_studentperformance_194,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.5,0.0,0.25,1.0,0.05333333333333334,6,7,Cl7
toc_uco_oc08_studentperformance_195,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,1.0,1.0,0.0,0.75,0.75,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.75,0.5,1.0,0.5,0.10666666666666667,3,4,Cl4
toc_uco_oc08_studentperformance_196,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.25,0.75,0.25,0.5,0.25,0.32,7,8,Cl8
toc_uco_oc08_studentperformance_197,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.75,1.0,0.25,0.0,0.25,0.5,0.0,3,4,Cl4
toc_uco_oc08_studentperformance_198,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.5,1.0,0.0,1.0,0.25,0.02666666666666667,6,7,Cl7
toc_uco_oc08_studentperformance_199,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.75,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.75,0.5,0.0,0.5,0.75,0.08,3,4,Cl4
toc_uco_oc08_studentperformance_200,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.25,0.25,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.75,0.0,0.5,0.0,0.05333333333333334,3,4,Cl4
toc_uco_oc08_studentperformance_201,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.25,0.0,0.25,0.5,0.24,1,2,Cl2
toc_uco_oc08_studentperformance_202,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.08,4,5,Cl5
toc_uco_oc08_studentperformance_203,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.75,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,0.5,0.75,1.0,0.37333333333333335,3,4,Cl4
toc_uco_oc08_studentperformance_204,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.75,0.25,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.5,0.5,0.25,0.25,0.75,0.06666666666666667,2,3,Cl3
toc_uco_oc08_studentperformance_205,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.25,0.0,0.0,0.0,0.13333333333333333,5,6,Cl6
toc_uco_oc08_studentperformance_206,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.25,0.25,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.75,0.5,0.25,0.0,0.75,1.0,0.08,3,4,Cl4
toc_uco_oc08_studentperformance_207,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.0,1.0,0.75,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.25,0.0,0.0,0.75,0.08,2,3,Cl3
toc_uco_oc08_studentperformance_208,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.75,0.75,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,0.5,0.13333333333333333,2,3,Cl3
toc_uco_oc08_studentperformance_209,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2857142857142857,0.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,1.0,0.5,0.17333333333333334,5,6,Cl6
toc_uco_oc08_studentperformance_210,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.0,0.5,0.5,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.75,0.0,0.0,0.75,0.0,5,6,Cl6
toc_uco_oc08_studentperformance_211,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,0.0,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.25,0.75,1.0,0.2,2,3,Cl3
toc_uco_oc08_studentperformance_212,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.25,0.5,0.16,3,4,Cl4
toc_uco_oc08_studentperformance_213,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.75,0.75,0.75,0.0,0.5,0.0,0.02666666666666667,6,7,Cl7
toc_uco_oc08_studentperformance_214,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.75,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,0.25,0.75,0.0,0.29333333333333333,1,2,Cl2
toc_uco_oc08_studentperformance_215,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.75,0.75,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.25,0.75,0.25,0.75,0.75,0.17333333333333334,2,3,Cl3
toc_uco_oc08_studentperformance_216,toc_uco_oc08_studentperformance,oc08_studentPerformance,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.5,0.75,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.75,0.5,0.04,2,3,Cl3
toc_uco_oc08_studentperformance_217,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.05333333333333334,3,4,Cl4
toc_uco_oc08_studentperformance_218,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.5,0.25,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.75,0.25,1.0,0.0,0.25,1.0,0.02666666666666667,1,2,Cl2
toc_uco_oc08_studentperformance_219,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.25,0.25,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.5,0.75,0.0,0.0,1.0,0.0,0,1,Cl1
toc_uco_oc08_studentperformance_220,toc_uco_oc08_studentperformance,oc08_studentPerformance,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.75,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.02666666666666667,7,8,Cl8
