alternative_id,dataset_id,source_dataset,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,source_y,class_index,class_label
toc_uco_oc04_problematicinternetusage_121,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,1.0,0.0,0.5,0.0,0.38095238095238093,0.4144144144144144,0.4675324675324675,0.8,0.8,0.8,0.0,0.8,0.6,0.0,0.8,0.4,0.4,0.6,0.0,0.2,0.8,0.2,0.4,0.6,0.6,0.8,0.8,0.5591397849462365,0.2535211267605634,0.3548387096774194,0.0,2,3,Cl3
toc_uco_oc04_problematicinternetusage_122,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.3330271084355185,0.3246753246753247,0.18055555555555558,0.30357142857142855,0.3153153153153153,0.35064935064935066,0.8,0.8,0.4,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.20430107526881722,0.08450704225352113,0.11290322580645161,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_123,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.4320406625806143,0.5844155844155844,0.3373015873015873,0.4166666666666667,0.3333333333333333,0.5194805194805194,0.6,0.8,0.4,0.2,0.6,0.4,0.4,0.4,0.2,0.4,0.4,0.2,0.8,0.4,0.6,0.6,0.4,0.8,0.4,0.4,0.5053763440860215,0.1267605633802817,0.1774193548387097,1.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_124,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.3330271084355185,0.3246753246753247,0.18055555555555558,0.43452380952380953,0.6036036036036037,0.5194805194805194,0.4,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.4,0.6,0.4,0.0,0.0,0.22580645161290322,0.15492957746478872,0.20967741935483872,1.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_125,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,1.0,0.2946814330167113,0.2987012987012987,0.15343915343915346,0.3333333333333333,0.5945945945945946,0.45454545454545453,0.4,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,0.352112676056338,0.5,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_126,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.4252119280050066,0.5064935064935064,0.2996031746031746,0.3869047619047619,0.6036036036036037,0.42207792207792205,0.2,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.11827956989247312,0.09859154929577464,0.12903225806451613,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_127,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.4547578066540062,0.38961038961038963,0.27182539682539686,0.21428571428571427,0.46846846846846846,0.3051948051948052,0.8,0.6,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.0,0.21505376344086022,0.49295774647887325,0.7096774193548387,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_128,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,0.0,0.3774582040200853,0.7272727272727273,0.3511904761904762,0.26785714285714285,0.21621621621621623,0.4090909090909091,0.8,0.4,0.8,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.2,0.6,0.8,0.8,0.6,0.6,0.2,0.46236559139784944,0.22535211267605634,0.3225806451612903,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_129,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.3861568724741756,0.38961038961038963,0.23082010582010581,0.39880952380952384,0.4864864864864865,0.5194805194805194,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.07526881720430108,0.04225352112676056,0.04838709677419355,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_130,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,0.0,0.45138598808704616,0.7272727272727273,0.419973544973545,0.2619047619047619,0.38738738738738737,0.38961038961038963,0.2,0.6,0.8,0.0,0.6,0.0,0.4,0.4,0.2,0.2,0.2,0.0,0.6,0.6,1.0,0.8,0.6,0.6,0.4,0.6,0.4731182795698925,0.07042253521126761,0.08064516129032258,0.6666666666666666,1,2,Cl2
toc_uco_oc04_problematicinternetusage_131,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.33424698795359736,0.3246753246753247,0.18121693121693122,0.3392857142857143,0.6486486486486487,0.4935064935064935,0.4,0.6,0.6,0.0,0.4,0.2,0.0,0.2,0.4,0.2,0.4,0.0,0.8,0.0,0.6,0.2,0.6,0.2,0.2,0.2,0.3333333333333333,0.056338028169014086,0.06451612903225806,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_132,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,1.0,0.35644307341844145,0.35064935064935066,0.20105820105820107,0.39880952380952384,0.5855855855855856,0.525974025974026,0.8,0.8,0.8,0.2,1.0,0.0,0.0,0.8,0.6,0.0,1.0,0.0,1.0,0.8,1.0,1.0,0.8,1.0,0.8,1.0,0.7204301075268817,0.49295774647887325,0.7096774193548387,0.6666666666666666,2,3,Cl3
toc_uco_oc04_problematicinternetusage_133,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.33194000490760306,0.38961038961038963,0.19841269841269843,0.3630952380952381,0.5315315315315315,0.4090909090909091,0.6,0.4,0.8,0.0,0.6,0.2,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.24731182795698925,0.16901408450704225,0.24193548387096775,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_134,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,0.0,0.4633421302741014,0.4935064935064935,0.3207671957671958,0.2857142857142857,0.5225225225225225,0.4675324675324675,0.8,0.8,0.4,0.0,0.4,0.4,0.0,0.8,0.4,0.6,0.8,0.0,0.2,0.2,0.4,0.6,0.8,0.8,0.6,0.8,0.5268817204301075,0.8309859154929577,1.0,0.6666666666666666,1,2,Cl2
toc_uco_oc04_problematicinternetusage_135,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6923076923076923,1.0,0.36432913921706206,0.7012987012987013,0.3287037037037037,0.5833333333333334,0.6036036036036037,0.7727272727272727,0.4,0.4,0.6,0.2,0.6,0.2,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.4,0.2,0.2,0.2,0.26881720430107525,0.2112676056338028,0.2903225806451613,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_136,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,1.0,0.3048526285787077,0.35064935064935066,0.17195767195767198,0.31547619047619047,0.5225225225225225,0.36363636363636365,0.6,0.4,0.8,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17204301075268819,0.09859154929577464,0.12903225806451613,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_137,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.44888318075796546,0.37662337662337664,0.26322751322751325,0.32142857142857145,0.4954954954954955,0.4025974025974026,0.6,0.6,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.17204301075268819,0.1267605633802817,0.1774193548387097,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_138,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.38300769797031126,0.2077922077922078,0.17195767195767198,0.2976190476190476,0.6396396396396397,0.35714285714285715,0.0,0.8,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.4,0.4,0.6,0.4,0.2,0.2,0.22580645161290322,0.1267605633802817,0.1774193548387097,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_139,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.3516117050145012,0.4155844155844156,0.21825396825396828,0.30952380952380953,0.3783783783783784,0.3181818181818182,0.4,0.4,0.6,0.2,0.4,0.2,0.4,0.4,0.4,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.3548387096774194,0.04225352112676056,0.04838709677419355,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_140,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,0.0,0.5489457831354702,0.3246753246753247,0.2976190476190476,0.43452380952380953,0.6306306306306306,0.5194805194805194,0.4,0.0,0.6,0.0,1.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.1827956989247312,0.16901408450704225,0.24193548387096775,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_141,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.8461538461538461,1.0,0.6619097239276911,0.6883116883116883,0.587962962962963,0.39880952380952384,0.5045045045045045,0.5194805194805194,0.4,0.4,0.6,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.3333333333333333,0.15492957746478872,0.20967741935483872,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_142,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.31540521955879386,0.35064935064935066,0.1779100529100529,0.26785714285714285,0.4864864864864865,0.4025974025974026,0.6,0.6,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.20430107526881722,0.49295774647887325,0.7096774193548387,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_143,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.3881434829264862,0.45454545454545453,0.25462962962962965,0.2857142857142857,0.45045045045045046,0.2792207792207792,0.6,0.6,0.6,0.0,0.8,0.4,0.0,0.8,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.4,0.8,0.4,0.6,0.0,0.3870967741935484,0.16901408450704225,0.24193548387096775,1.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_144,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,0.0,0.4954730162631079,0.5454545454545454,0.3677248677248678,0.36904761904761907,0.6846846846846847,0.5454545454545454,0.8,0.8,0.8,0.4,0.8,0.2,0.4,0.2,0.2,0.2,0.8,0.2,0.2,0.4,0.6,0.4,0.2,0.4,0.2,0.4,0.46236559139784944,0.16901408450704225,0.24193548387096775,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_145,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.3513253012067009,0.3246753246753247,0.1904761904761905,0.2857142857142857,0.7117117117117117,0.4090909090909091,0.6,0.6,0.4,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.4,0.0,0.6,0.2,0.0,0.4,0.2,0.4,0.0,0.0,0.24731182795698925,0.22535211267605634,0.3225806451612903,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_146,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.5482726562636479,0.4025974025974026,0.333994708994709,0.5476190476190477,0.6846846846846847,0.6233766233766234,0.4,0.4,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.2,0.6,0.4,0.0,0.0,0.24731182795698925,0.18309859154929578,0.25806451612903225,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_147,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,1.0,0.3388554216403605,0.11688311688311688,0.12962962962962965,0.2916666666666667,0.46846846846846846,0.2987012987012987,0.2,0.2,0.4,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21505376344086022,0.08450704225352113,0.11290322580645161,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_148,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.2943681159424024,0.37662337662337664,0.17261904761904764,0.4583333333333333,0.6216216216216216,0.6493506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39436619718309857,0.5645161290322581,0.3333333333333333,0,1,Cl1
toc_uco_oc04_problematicinternetusage_149,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,0.0,0.3683517912708892,0.2987012987012987,0.1917989417989418,0.30952380952380953,0.5765765765765766,0.38961038961038963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14084507042253522,0.1935483870967742,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_150,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.47107072966905533,0.5857142857142856,0.36838624338624343,0.5059523809523809,0.6486486486486487,0.7272727272727273,1.0,0.8,0.8,0.6,0.8,0.8,0.4,0.8,0.6,0.6,0.8,0.4,0.6,0.8,0.8,0.4,1.0,0.6,0.8,0.6,0.7526881720430108,0.28169014084507044,0.4032258064516129,1.0,2,3,Cl3
toc_uco_oc04_problematicinternetusage_151,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,1.0,0.5098893131604113,0.5584415584415584,0.38492063492063494,0.27380952380952384,0.5225225225225225,0.3246753246753247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.04838709677419355,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_152,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.32008500470134493,0.2987012987012987,0.16666666666666669,0.27976190476190477,0.4954954954954955,0.2077922077922078,0.4,0.6,0.4,0.2,0.4,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.26881720430107525,0.1267605633802817,0.1774193548387097,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_153,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.3243985305624582,0.23376623376623376,0.15211640211640212,0.4107142857142857,0.8378378378378378,0.5194805194805194,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.10752688172043011,0.09859154929577464,0.12903225806451613,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_154,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,1.0,0.34199297193312006,0.42857142857142855,0.2162698412698413,0.3630952380952381,0.5765765765765766,0.44805194805194803,0.8,0.8,0.8,0.4,0.8,0.8,0.0,0.8,0.2,0.4,0.8,0.0,0.6,0.6,1.0,0.8,0.8,0.8,0.8,0.8,0.6881720430107527,0.5070422535211268,0.7419354838709677,0.6666666666666666,2,3,Cl3
toc_uco_oc04_problematicinternetusage_155,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.48266697681452697,0.4155844155844156,0.2996031746031746,0.3869047619047619,0.4954954954954955,0.4090909090909091,0.4,0.2,0.6,0.0,0.2,0.2,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.17204301075268819,0.4647887323943662,0.6774193548387096,0.3333333333333333,0,1,Cl1
toc_uco_oc04_problematicinternetusage_156,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,0.0,0.3831573104235032,0.4805194805194805,0.2605820105820106,0.3273809523809524,0.6036036036036037,0.5064935064935064,0.0,0.0,1.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,0.0,0.17204301075268819,0.30985915492957744,0.45161290322580644,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_157,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.3111937547093309,0.4805194805194805,0.21164021164021166,0.26785714285714285,0.6036036036036037,0.23376623376623376,0.4,0.4,0.6,0.2,0.6,0.2,0.0,0.4,0.2,0.2,0.6,0.0,0.2,0.4,0.6,0.2,0.4,0.2,0.4,0.4,0.3548387096774194,0.1267605633802817,0.1774193548387097,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_158,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.3097455987292506,0.37012987012987014,0.1798941798941799,0.3869047619047619,0.3963963963963964,0.43506493506493504,0.6,0.6,0.4,0.0,0.8,0.4,0.2,0.2,0.4,0.4,0.4,0.0,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.34408602150537637,0.1267605633802817,0.1774193548387097,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_159,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,0.0,0.5015559142455396,0.4935064935064935,0.34722222222222227,0.3630952380952381,0.34234234234234234,0.4675324675324675,0.2,0.2,0.2,0.2,0.4,0.8,0.4,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1827956989247312,0.07042253521126761,0.08064516129032258,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_160,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.8461538461538461,0.0,1.0,0.7792207792207793,0.9880952380952382,0.3630952380952381,0.5945945945945946,0.7012987012987013,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,0.4,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956989247311828,0.5915492957746479,0.8548387096774194,1.0,3,4,Cl4
toc_uco_oc04_problematicinternetusage_161,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.07692307692307693,0.0,0.35600822714858016,0.16883116883116883,0.1494708994708995,0.2916666666666667,0.7747747747747747,0.33116883116883117,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21505376344086022,0.07042253521126761,0.08064516129032258,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_162,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,1.0,0.348965763564655,0.44805194805194803,0.22685185185185186,0.5,0.5585585585585585,0.5844155844155844,0.4,0.4,0.6,0.4,0.6,0.4,0.2,0.4,0.2,0.4,0.8,0.2,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.4946236559139785,0.30985915492957744,0.45161290322580644,0.6666666666666666,1,2,Cl2
toc_uco_oc04_problematicinternetusage_163,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.6153846153846154,1.0,0.3939194276406511,0.5844155844155844,0.30753968253968256,0.39285714285714285,0.3783783783783784,0.5714285714285714,0.4,0.4,0.4,0.0,0.4,0.2,0.2,0.0,0.2,0.2,0.6,0.0,0.2,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.23655913978494625,0.1267605633802817,0.1774193548387097,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_164,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.38461538461538464,0.0,0.37168570485822205,0.35064935064935066,0.20965608465608468,0.26785714285714285,0.3963963963963964,0.35064935064935066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.06451612903225806,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_165,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.41576958724611696,0.2922077922077922,0.2142857142857143,0.30357142857142855,0.4954954954954955,0.37012987012987014,0.8,0.8,1.0,0.0,1.0,0.4,0.0,0.4,0.2,0.2,0.2,0.0,0.4,0.2,0.4,0.2,0.6,0.4,0.2,0.0,0.3978494623655914,0.07042253521126761,0.08064516129032258,0.6666666666666666,1,2,Cl2
toc_uco_oc04_problematicinternetusage_166,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.46153846153846156,1.0,0.47348337111322325,0.6298701298701299,0.39153439153439157,0.4583333333333333,0.8648648648648649,0.6363636363636364,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.2,0.2,0.27956989247311825,0.16901408450704225,0.24193548387096775,0.3333333333333333,0,1,Cl1
toc_uco_oc04_problematicinternetusage_167,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.30179311001367737,0.2727272727272727,0.1507936507936508,0.3273809523809524,0.6666666666666666,0.38311688311688313,0.6,0.6,0.6,0.2,0.6,0.2,0.0,0.0,0.0,0.6,0.4,0.0,0.4,0.0,0.4,0.6,0.4,0.6,0.0,0.2,0.34408602150537637,0.23943661971830985,0.3387096774193548,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_168,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,0.0,0.3148496442597284,0.4025974025974026,0.1917989417989418,0.2916666666666667,0.5405405405405406,0.24675324675324675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09859154929577464,0.12903225806451613,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_169,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,1.0,0.31764175825002167,0.2597402597402597,0.15542328042328044,0.23809523809523808,0.4954954954954955,0.2662337662337662,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21505376344086022,0.09859154929577464,0.12903225806451613,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_170,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.32235363724272453,0.5812987012987013,0.2506613756613757,0.34523809523809523,0.42342342342342343,0.43506493506493504,0.4,0.2,0.6,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.0,0.0,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.3010752688172043,0.352112676056338,0.5,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_171,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.5780235553607282,0.5714285714285714,0.4437830687830688,0.31547619047619047,0.6126126126126126,0.3246753246753247,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.2,0.26881720430107525,0.14084507042253522,0.1935483870967742,1.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_172,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.3076923076923077,0.0,0.48810199253354863,0.5064935064935064,0.34391534391534395,0.38095238095238093,0.5405405405405406,0.4025974025974026,0.6,0.8,0.8,0.0,0.8,0.0,0.0,0.2,0.4,0.0,0.8,0.0,0.4,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.5376344086021505,0.23943661971830985,0.3387096774193548,0.6666666666666666,2,3,Cl3
toc_uco_oc04_problematicinternetusage_173,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,0.0,0.5120951616004136,0.33116883116883117,0.2804232804232804,0.39880952380952384,0.43243243243243246,0.4805194805194805,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.8,0.8,0.2,0.8,0.0,0.2,0.0,0.4,0.2,0.6,0.2,0.4,0.2,0.3548387096774194,0.2676056338028169,0.3870967741935484,0.0,1,2,Cl2
toc_uco_oc04_problematicinternetusage_174,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,0.0,0.4266755524217782,0.4025974025974026,0.25992063492063494,0.375,0.7297297297297297,0.37662337662337664,0.4,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.4,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21505376344086022,0.11267605633802817,0.14516129032258066,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_175,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.5384615384615384,0.0,0.464708201203452,0.6103896103896104,0.37500000000000006,0.39285714285714285,0.6216216216216216,0.42207792207792205,0.4,0.4,0.6,0.0,0.8,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.4,0.8,0.4,0.6,0.0,0.3225806451612903,0.22535211267605634,0.3225806451612903,0.6666666666666666,0,1,Cl1
toc_uco_oc04_problematicinternetusage_176,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.15384615384615385,0.0,0.35022533428352576,0.22077922077922077,0.16071428571428573,0.375,0.46846846846846846,0.3246753246753247,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08602150537634409,0.2112676056338028,0.2903225806451613,0.0,0,1,Cl1
toc_uco_oc04_problematicinternetusage_177,toc_uco_oc04_problematicinternetusage,oc04_problematicInternetUsage,0.23076923076923078,0.0,0.42294269528463935,0.37662337662337664,0.24801587301587302,0.4107142857142857,0.2972972972972973,0.4090909090909091,1.0,1.0,0.8,0.0,0.8,0.2,0.0,0.8,0.8,0.2,0.8,0.0,0.8,0.2,0.8,0.8,0.4,0.8,0.4,0.2,0.5806451612903226,0.4507042253521127,0.6612903225806451,0.3333333333333333,2,3,Cl3
