alternative_id,dataset_id,course_id,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,original_grade,class_index,class_label
STUDENT90,higher_education_students_performance,6,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.8,0.5,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.3333333333333333,6,7,Cl7
STUDENT91,higher_education_students_performance,6,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4,0.4,0.0,0.0,0.75,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.75,0.3333333333333333,6,7,Cl7
STUDENT92,higher_education_students_performance,6,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6,0.0,1.0,0.0,0.25,0.5,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,6,7,Cl7
STUDENT93,higher_education_students_performance,6,0.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.6,0.75,0.0,0.5,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.25,0.3333333333333333,7,8,Cl8
STUDENT94,higher_education_students_performance,6,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.75,0.0,0.25,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,4,5,Cl5
STUDENT95,higher_education_students_performance,6,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,1.0,0.0,0.25,1.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,6,7,Cl7
STUDENT96,higher_education_students_performance,7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.0,0.0,0.25,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.75,0.6666666666666666,5,6,Cl6
STUDENT97,higher_education_students_performance,7,0.0,1.0,0.5,0.75,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.2,0.2,0.5,0.0,0.75,0.25,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.25,0.6666666666666666,7,8,Cl8
STUDENT98,higher_education_students_performance,7,0.0,1.0,0.5,0.75,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.4,0.4,0.75,0.0,0.25,0.5,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.6666666666666666,6,7,Cl7
STUDENT99,higher_education_students_performance,7,0.0,1.0,0.5,0.75,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.2,0.6,0.25,0.0,0.25,1.0,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.75,1.0,7,8,Cl8
STUDENT100,higher_education_students_performance,7,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.4,0.6,0.25,0.0,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.25,0.3333333333333333,7,8,Cl8
STUDENT101,higher_education_students_performance,7,0.0,1.0,0.5,0.75,1.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6,0.0,0.25,0.0,0.5,0.5,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,6,7,Cl7
STUDENT102,higher_education_students_performance,7,0.0,1.0,0.5,0.75,1.0,1.0,0.0,0.25,0.0,0.6666666666666666,0.2,0.4,0.0,0.0,0.25,0.75,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.25,0.6666666666666666,7,8,Cl8
STUDENT103,higher_education_students_performance,7,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.0,0.0,0.5,0.75,0.75,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,7,8,Cl8
STUDENT104,higher_education_students_performance,7,0.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.4,0.75,0.0,0.25,0.0,0.25,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.75,1.0,7,8,Cl8
STUDENT105,higher_education_students_performance,7,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6,0.6,0.0,0.0,0.5,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,3,4,Cl4
STUDENT106,higher_education_students_performance,7,0.0,1.0,0.5,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.75,0.0,0.25,0.75,0.25,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.6666666666666666,7,8,Cl8
STUDENT107,higher_education_students_performance,7,0.0,1.0,0.5,0.75,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.2,0.2,0.0,0.0,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.75,1.0,7,8,Cl8
STUDENT108,higher_education_students_performance,7,0.0,0.0,0.5,0.75,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.4,1.0,0.0,0.25,0.75,0.25,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.75,0.3333333333333333,6,7,Cl7
STUDENT109,higher_education_students_performance,7,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.3333333333333333,0.0,0.0,0.2,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.6666666666666666,6,7,Cl7
STUDENT110,higher_education_students_performance,7,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6,0.6,0.25,1.0,0.25,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.75,1.0,7,8,Cl8
STUDENT111,higher_education_students_performance,8,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.6,0.6,0.25,0.5,0.0,1.0,0.25,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.25,0.6666666666666666,2,3,Cl3
STUDENT112,higher_education_students_performance,8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4,0.4,0.0,0.0,0.5,0.25,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,0.6666666666666666,2,3,Cl3
STUDENT113,higher_education_students_performance,8,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.75,0.3333333333333333,2,3,Cl3
STUDENT114,higher_education_students_performance,8,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.6,0.6,0.0,0.0,0.5,0.25,0.25,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,1,2,Cl2
STUDENT115,higher_education_students_performance,8,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,2,3,Cl3
STUDENT116,higher_education_students_performance,8,0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.5,1.0,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.3333333333333333,1,2,Cl2
STUDENT117,higher_education_students_performance,8,0.5,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.75,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25,0.6666666666666666,1,2,Cl2
STUDENT118,higher_education_students_performance,8,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.6,0.6,0.0,0.0,0.0,0.5,0.25,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,0.25,0.6666666666666666,1,2,Cl2
STUDENT119,higher_education_students_performance,8,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.2,0.5,0.0,0.75,0.75,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,1,2,Cl2
STUDENT120,higher_education_students_performance,8,0.5,0.0,0.5,0.75,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4,0.4,0.25,1.0,0.25,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.6666666666666666,2,3,Cl3
STUDENT121,higher_education_students_performance,8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.3333333333333333,0.6666666666666666,0.4,0.4,0.25,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,1,2,Cl2
STUDENT122,higher_education_students_performance,8,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.25,0.75,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Cl1
STUDENT123,higher_education_students_performance,8,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.25,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.75,0.6666666666666666,2,3,Cl3
STUDENT124,higher_education_students_performance,8,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.4,0.2,0.75,0.0,0.0,0.0,0.25,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1,2,Cl2
STUDENT125,higher_education_students_performance,9,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2,0.4,0.25,0.0,0.75,0.5,0.75,0.5,0.5,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.6666666666666666,3,4,Cl4
STUDENT126,higher_education_students_performance,9,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.25,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.6666666666666666,2,3,Cl3
STUDENT127,higher_education_students_performance,9,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.3333333333333333,0.6666666666666666,0.6,1.0,0.25,0.0,0.75,0.5,0.75,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.25,0.3333333333333333,3,4,Cl4
STUDENT128,higher_education_students_performance,9,0.0,0.0,0.5,0.75,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.4,0.2,0.25,0.0,0.5,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.25,0.3333333333333333,1,2,Cl2
STUDENT129,higher_education_students_performance,9,0.0,0.0,0.5,0.75,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.4,0.6,0.25,0.0,0.75,0.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.25,0.3333333333333333,0,1,Cl1
STUDENT130,higher_education_students_performance,9,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.75,0.75,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.6666666666666666,3,4,Cl4
STUDENT131,higher_education_students_performance,9,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.25,0.75,0.75,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.25,0.6666666666666666,1,2,Cl2
STUDENT132,higher_education_students_performance,9,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6,0.4,0.0,0.0,0.5,0.25,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.6666666666666666,4,5,Cl5
STUDENT133,higher_education_students_performance,9,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.5,0.0,0.25,0.0,0.25,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,3,4,Cl4
STUDENT134,higher_education_students_performance,9,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,3,4,Cl4
STUDENT135,higher_education_students_performance,9,0.0,0.0,0.5,0.75,1.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.25,0.0,0.75,0.5,0.25,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.6666666666666666,1,2,Cl2
STUDENT136,higher_education_students_performance,9,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.4,0.4,0.0,0.0,0.25,0.0,0.25,1.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.3333333333333333,2,3,Cl3
STUDENT137,higher_education_students_performance,9,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4,0.4,0.5,0.0,0.5,0.75,0.25,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.25,0.3333333333333333,0,1,Cl1
STUDENT138,higher_education_students_performance,9,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.25,0.0,0.25,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,1.0,2,3,Cl3
STUDENT139,higher_education_students_performance,9,0.0,0.0,0.5,0.75,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.4,0.0,0.0,0.5,0.75,1.0,0.25,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.6666666666666666,0,1,Cl1
STUDENT140,higher_education_students_performance,9,0.0,0.0,0.5,0.75,0.0,1.0,0.0,0.25,0.3333333333333333,0.6666666666666666,0.4,0.4,0.0,0.0,1.0,0.75,0.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.3333333333333333,0,1,Cl1
STUDENT141,higher_education_students_performance,9,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.25,0.5,0.25,0.75,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.6666666666666666,5,6,Cl6
STUDENT142,higher_education_students_performance,9,0.0,0.0,0.5,0.75,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.25,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,0.6666666666666666,5,6,Cl6
STUDENT143,higher_education_students_performance,9,0.0,0.0,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.4,0.6,0.75,0.0,0.25,0.75,0.25,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.75,0.6666666666666666,1,2,Cl2
STUDENT144,higher_education_students_performance,9,0.5,0.0,0.5,0.75,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.6,0.6,0.0,0.0,0.5,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.6666666666666666,4,5,Cl5
STUDENT145,higher_education_students_performance,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.4,0.0,1.0,0.0,0.25,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,3,4,Cl4
