alternative_id,dataset_id,g1,g2,g3,g4,class_label,class_index
a391,mcs_esl,0.222222,0.444444,1.0,0.833333,Cl4,4
a392,mcs_esl,0.222222,0.111111,0.666667,0.833333,Cl3,3
a393,mcs_esl,1.0,0.555556,0.0,0.666667,Cl4,4
a394,mcs_esl,0.222222,0.555556,0.833333,0.166667,Cl3,3
a395,mcs_esl,1.0,0.444444,0.333333,1.0,Cl5,5
a396,mcs_esl,0.888889,0.777778,0.833333,0.0,Cl4,4
a397,mcs_esl,1.0,0.666667,0.666667,0.666667,Cl5,5
a398,mcs_esl,0.111111,0.222222,0.833333,0.666667,Cl3,3
a399,mcs_esl,0.0,0.444444,0.333333,0.333333,Cl1,1
a400,mcs_esl,1.0,0.222222,0.666667,0.5,Cl4,4
a401,mcs_esl,0.666667,0.888889,1.0,0.666667,Cl5,5
a402,mcs_esl,0.111111,0.666667,0.333333,0.166667,Cl2,2
a403,mcs_esl,0.333333,0.111111,1.0,0.333333,Cl3,3
a404,mcs_esl,0.333333,1.0,0.666667,0.5,Cl4,4
a405,mcs_esl,0.777778,0.333333,0.333333,1.0,Cl4,4
a406,mcs_esl,0.888889,0.888889,0.333333,0.5,Cl4,4
a407,mcs_esl,0.777778,0.444444,0.0,0.666667,Cl3,3
a408,mcs_esl,0.666667,0.222222,1.0,0.5,Cl4,4
a409,mcs_esl,0.888889,0.666667,0.5,0.166667,Cl4,4
a410,mcs_esl,0.888889,0.333333,0.5,0.833333,Cl4,4
a411,mcs_esl,0.555556,0.222222,0.833333,0.166667,Cl3,3
a412,mcs_esl,0.0,0.222222,0.333333,0.833333,Cl2,2
a413,mcs_esl,0.333333,0.0,0.833333,0.333333,Cl2,2
a414,mcs_esl,0.111111,0.222222,0.833333,0.333333,Cl2,2
a415,mcs_esl,0.777778,0.333333,0.333333,0.166667,Cl2,2
a416,mcs_esl,0.666667,0.333333,1.0,0.333333,Cl4,4
a417,mcs_esl,0.888889,1.0,0.666667,0.666667,Cl5,5
a418,mcs_esl,0.777778,0.666667,1.0,0.166667,Cl5,5
a419,mcs_esl,0.111111,0.888889,1.0,0.833333,Cl5,5
a420,mcs_esl,0.888889,1.0,0.166667,1.0,Cl5,5
a421,mcs_esl,0.111111,0.555556,1.0,0.0,Cl3,3
a422,mcs_esl,0.555556,0.111111,0.0,1.0,Cl2,2
a423,mcs_esl,0.888889,0.888889,1.0,0.833333,Cl5,5
a424,mcs_esl,0.666667,0.777778,0.666667,0.5,Cl4,4
a425,mcs_esl,0.444444,0.111111,0.666667,0.166667,Cl2,2
a426,mcs_esl,0.777778,0.222222,0.166667,1.0,Cl4,4
a427,mcs_esl,0.222222,0.222222,0.0,1.0,Cl2,2
a428,mcs_esl,0.666667,0.222222,0.833333,0.666667,Cl4,4
a429,mcs_esl,0.333333,0.444444,0.166667,0.833333,Cl3,3
a430,mcs_esl,0.444444,0.0,0.833333,0.5,Cl3,3
a431,mcs_esl,0.555556,0.444444,0.666667,0.666667,Cl4,4
a432,mcs_esl,0.666667,0.777778,0.0,0.166667,Cl2,2
a433,mcs_esl,0.555556,0.0,0.333333,1.0,Cl3,3
a434,mcs_esl,0.777778,0.555556,0.5,1.0,Cl5,5
a435,mcs_esl,1.0,0.777778,0.0,0.333333,Cl3,3
a436,mcs_esl,0.555556,0.444444,0.166667,0.5,Cl2,2
a437,mcs_esl,0.111111,0.888889,0.333333,0.5,Cl3,3
a438,mcs_esl,0.333333,0.333333,0.0,0.5,Cl1,1
a439,mcs_esl,0.0,0.444444,0.0,0.5,Cl1,1
a440,mcs_esl,0.222222,0.666667,0.0,1.0,Cl3,3
a441,mcs_esl,0.111111,0.333333,0.5,1.0,Cl3,3
a442,mcs_esl,0.0,0.0,0.833333,0.166667,Cl1,1
a443,mcs_esl,0.111111,0.888889,1.0,0.833333,Cl5,5
a444,mcs_esl,0.111111,0.444444,0.166667,0.0,Cl1,1
a445,mcs_esl,0.888889,0.444444,0.666667,1.0,Cl5,5
a446,mcs_esl,0.444444,0.222222,0.0,1.0,Cl2,2
a447,mcs_esl,0.0,1.0,0.333333,0.666667,Cl3,3
a448,mcs_esl,0.222222,0.777778,0.5,0.166667,Cl2,2
a449,mcs_esl,0.111111,1.0,0.166667,0.5,Cl3,3
a450,mcs_esl,0.111111,0.555556,0.666667,0.5,Cl3,3
a451,mcs_esl,0.888889,1.0,0.666667,0.833333,Cl5,5
a452,mcs_esl,0.222222,0.0,0.166667,0.333333,Cl1,1
a453,mcs_esl,0.111111,0.555556,0.833333,0.333333,Cl3,3
a454,mcs_esl,0.0,0.555556,0.666667,0.333333,Cl2,2
a455,mcs_esl,1.0,0.0,0.166667,0.666667,Cl3,3
a456,mcs_esl,0.666667,0.444444,0.833333,0.0,Cl3,3
a457,mcs_esl,0.666667,0.777778,1.0,0.333333,Cl5,5
a458,mcs_esl,0.555556,0.777778,0.0,0.333333,Cl2,2
a459,mcs_esl,0.444444,1.0,0.0,0.0,Cl2,2
a460,mcs_esl,0.666667,0.444444,0.333333,0.5,Cl3,3
a461,mcs_esl,0.0,0.666667,0.0,0.5,Cl1,1
a462,mcs_esl,0.888889,1.0,0.166667,1.0,Cl5,5
a463,mcs_esl,1.0,1.0,0.166667,0.166667,Cl4,4
a464,mcs_esl,0.222222,0.555556,0.5,1.0,Cl4,4
a465,mcs_esl,0.111111,0.111111,0.0,0.666667,Cl1,1
a466,mcs_esl,0.555556,1.0,0.166667,0.333333,Cl3,3
a467,mcs_esl,0.222222,0.555556,0.833333,0.333333,Cl3,3
a468,mcs_esl,0.0,1.0,0.166667,0.333333,Cl2,2
a469,mcs_esl,0.333333,0.888889,0.0,0.166667,Cl2,2
a470,mcs_esl,0.666667,0.888889,0.5,0.833333,Cl5,5
a471,mcs_esl,0.666667,0.888889,0.666667,0.666667,Cl5,5
a472,mcs_esl,0.333333,0.0,0.0,0.5,Cl1,1
a473,mcs_esl,0.555556,0.777778,0.833333,0.0,Cl4,4
a474,mcs_esl,0.0,0.555556,0.666667,0.0,Cl2,2
a475,mcs_esl,0.0,1.0,0.0,0.666667,Cl2,2
a476,mcs_esl,0.333333,0.777778,0.333333,0.666667,Cl4,4
a477,mcs_esl,0.222222,0.777778,1.0,0.0,Cl4,4
a478,mcs_esl,0.0,0.444444,0.166667,0.0,Cl1,1
a479,mcs_esl,0.777778,0.555556,0.666667,0.833333,Cl5,5
a480,mcs_esl,0.0,0.666667,0.333333,1.0,Cl4,4
a481,mcs_esl,0.333333,0.555556,0.833333,1.0,Cl5,5
a482,mcs_esl,0.666667,0.0,0.833333,0.0,Cl2,2
a483,mcs_esl,0.444444,0.111111,0.333333,0.833333,Cl3,3
a484,mcs_esl,1.0,0.444444,0.0,0.5,Cl3,3
a485,mcs_esl,0.666667,0.222222,0.333333,0.666667,Cl3,3
a486,mcs_esl,0.111111,0.888889,0.833333,0.5,Cl4,4
a487,mcs_esl,0.222222,1.0,0.0,0.5,Cl2,2
a488,mcs_esl,0.444444,0.111111,0.666667,0.666667,Cl3,3
