alternative_id,dataset_id,g1,g2,g3,g4,class_label,class_index
a423,mcs_lev,1.0,1.0,1.0,0.75,Cl4,4
a424,mcs_lev,0.0,1.0,0.0,1.0,Cl3,3
a425,mcs_lev,0.25,0.75,0.25,1.0,Cl3,3
a426,mcs_lev,1.0,0.5,1.0,1.0,Cl4,4
a427,mcs_lev,0.75,0.75,0.75,0.25,Cl3,3
a428,mcs_lev,0.0,0.5,1.0,0.0,Cl2,2
a429,mcs_lev,0.25,0.0,0.25,0.75,Cl1,1
a430,mcs_lev,1.0,0.25,0.0,0.75,Cl3,3
a431,mcs_lev,1.0,0.75,0.0,1.0,Cl4,4
a432,mcs_lev,0.75,0.5,1.0,0.75,Cl3,3
a433,mcs_lev,0.5,1.0,0.25,0.0,Cl3,3
a434,mcs_lev,0.25,1.0,0.75,0.75,Cl4,4
a435,mcs_lev,0.75,0.25,0.0,0.75,Cl3,3
a436,mcs_lev,0.0,0.75,1.0,0.75,Cl3,3
a437,mcs_lev,0.5,0.5,0.25,0.5,Cl3,3
a438,mcs_lev,1.0,1.0,0.75,0.25,Cl4,4
a439,mcs_lev,0.0,0.25,0.0,1.0,Cl2,2
a440,mcs_lev,0.25,0.75,1.0,1.0,Cl3,3
a441,mcs_lev,0.25,0.5,0.25,0.5,Cl2,2
a442,mcs_lev,1.0,0.5,0.25,0.5,Cl3,3
a443,mcs_lev,0.0,0.5,0.5,0.25,Cl2,2
a444,mcs_lev,1.0,0.75,0.25,0.0,Cl4,4
a445,mcs_lev,0.0,0.5,0.75,1.0,Cl3,3
a446,mcs_lev,1.0,0.75,0.75,0.5,Cl4,4
a447,mcs_lev,0.25,0.5,0.75,1.0,Cl3,3
a448,mcs_lev,0.0,0.5,0.75,0.25,Cl2,2
a449,mcs_lev,0.25,0.0,1.0,0.5,Cl1,1
a450,mcs_lev,0.0,0.0,0.0,1.0,Cl1,1
a451,mcs_lev,0.75,0.75,0.5,0.25,Cl3,3
a452,mcs_lev,0.75,0.25,0.0,0.5,Cl3,3
a453,mcs_lev,0.0,0.75,0.0,1.0,Cl3,3
a454,mcs_lev,0.25,0.25,1.0,0.0,Cl1,1
a455,mcs_lev,0.25,0.0,0.25,0.25,Cl1,1
a456,mcs_lev,1.0,0.5,0.75,0.75,Cl4,4
a457,mcs_lev,0.25,1.0,1.0,0.5,Cl3,3
a458,mcs_lev,0.75,1.0,0.5,1.0,Cl4,4
a459,mcs_lev,1.0,0.0,0.5,0.25,Cl2,2
a460,mcs_lev,0.5,0.0,0.75,0.25,Cl1,1
a461,mcs_lev,1.0,0.5,1.0,1.0,Cl4,4
a462,mcs_lev,0.0,1.0,0.25,0.0,Cl3,3
a463,mcs_lev,0.0,0.5,0.0,0.75,Cl2,2
a464,mcs_lev,1.0,0.75,0.75,0.5,Cl4,4
a465,mcs_lev,0.25,0.5,0.75,0.5,Cl2,2
a466,mcs_lev,0.75,0.75,0.0,0.75,Cl4,4
a467,mcs_lev,0.25,1.0,0.75,0.25,Cl3,3
a468,mcs_lev,0.0,0.25,1.0,0.25,Cl1,1
a469,mcs_lev,1.0,0.0,0.25,0.0,Cl2,2
a470,mcs_lev,0.75,0.25,0.25,0.25,Cl2,2
a471,mcs_lev,0.0,0.5,0.0,0.5,Cl2,2
a472,mcs_lev,0.5,0.0,0.25,0.0,Cl1,1
a473,mcs_lev,0.0,0.0,1.0,0.5,Cl1,1
a474,mcs_lev,0.25,0.25,1.0,0.75,Cl2,2
a475,mcs_lev,0.25,0.5,0.25,0.75,Cl3,3
a476,mcs_lev,0.5,0.25,0.75,0.0,Cl2,2
a477,mcs_lev,0.5,0.0,0.5,0.75,Cl2,2
a478,mcs_lev,0.25,0.75,1.0,1.0,Cl3,3
a479,mcs_lev,0.25,0.0,0.0,0.25,Cl1,1
a480,mcs_lev,0.75,0.75,0.75,0.5,Cl4,4
a481,mcs_lev,0.5,0.5,0.25,0.5,Cl3,3
a482,mcs_lev,0.0,0.75,0.5,0.5,Cl3,3
a483,mcs_lev,0.0,0.75,0.75,1.0,Cl3,3
a484,mcs_lev,0.25,0.0,1.0,1.0,Cl2,2
a485,mcs_lev,1.0,0.75,0.5,1.0,Cl4,4
a486,mcs_lev,0.75,0.75,0.25,0.25,Cl3,3
a487,mcs_lev,0.25,1.0,0.5,0.75,Cl4,4
a488,mcs_lev,0.25,1.0,0.0,0.5,Cl3,3
a489,mcs_lev,0.75,0.75,0.25,0.5,Cl4,4
a490,mcs_lev,1.0,1.0,0.25,0.0,Cl4,4
a491,mcs_lev,0.5,0.25,0.25,0.25,Cl2,2
a492,mcs_lev,0.25,0.0,0.0,0.0,Cl1,1
a493,mcs_lev,1.0,0.75,1.0,0.5,Cl4,4
a494,mcs_lev,0.25,1.0,1.0,0.25,Cl3,3
a495,mcs_lev,0.25,0.5,0.25,1.0,Cl3,3
a496,mcs_lev,0.75,0.0,0.5,0.25,Cl2,2
a497,mcs_lev,0.25,1.0,1.0,0.25,Cl3,3
a498,mcs_lev,0.0,0.5,0.75,0.25,Cl2,2
a499,mcs_lev,1.0,0.25,0.5,0.25,Cl3,3
a500,mcs_lev,0.75,1.0,0.75,1.0,Cl4,4
a501,mcs_lev,1.0,0.0,0.25,0.25,Cl2,2
a502,mcs_lev,1.0,0.0,0.0,0.5,Cl2,2
a503,mcs_lev,1.0,1.0,1.0,0.75,Cl4,4
a504,mcs_lev,0.75,1.0,0.0,1.0,Cl4,4
a505,mcs_lev,0.5,0.25,1.0,1.0,Cl3,3
a506,mcs_lev,0.75,0.25,0.75,0.75,Cl3,3
a507,mcs_lev,0.5,0.5,1.0,0.0,Cl2,2
a508,mcs_lev,1.0,0.25,1.0,0.25,Cl3,3
a509,mcs_lev,1.0,0.25,0.0,0.0,Cl3,3
a510,mcs_lev,0.75,0.25,0.25,0.0,Cl2,2
a511,mcs_lev,0.0,0.5,0.5,0.25,Cl2,2
a512,mcs_lev,0.75,0.5,0.25,0.25,Cl3,3
a513,mcs_lev,0.75,0.75,0.75,0.0,Cl3,3
a514,mcs_lev,0.75,0.25,0.75,0.0,Cl2,2
a515,mcs_lev,0.5,1.0,0.5,0.0,Cl3,3
a516,mcs_lev,0.5,0.25,0.5,0.25,Cl2,2
a517,mcs_lev,0.0,0.5,0.0,0.0,Cl1,1
a518,mcs_lev,0.5,0.75,1.0,0.0,Cl3,3
a519,mcs_lev,0.5,0.5,1.0,0.75,Cl3,3
a520,mcs_lev,0.25,0.5,0.75,0.75,Cl3,3
a521,mcs_lev,1.0,0.75,0.25,0.75,Cl4,4
a522,mcs_lev,0.25,0.75,0.0,1.0,Cl3,3
a523,mcs_lev,0.0,0.25,1.0,0.0,Cl1,1
a524,mcs_lev,0.25,0.75,0.5,0.5,Cl3,3
a525,mcs_lev,0.0,1.0,0.5,1.0,Cl3,3
a526,mcs_lev,1.0,0.5,0.75,0.75,Cl4,4
a527,mcs_lev,0.25,0.75,0.5,0.25,Cl3,3
a528,mcs_lev,0.75,1.0,0.0,1.0,Cl4,4
a529,mcs_lev,0.5,0.25,0.0,0.0,Cl2,2
a530,mcs_lev,0.75,0.25,0.0,1.0,Cl3,3
a531,mcs_lev,0.75,0.0,0.5,0.25,Cl2,2
a532,mcs_lev,0.5,1.0,0.5,0.75,Cl4,4
a533,mcs_lev,0.25,0.0,0.75,1.0,Cl2,2
a534,mcs_lev,0.0,1.0,0.25,0.5,Cl3,3
a535,mcs_lev,0.5,1.0,0.0,0.75,Cl4,4
a536,mcs_lev,1.0,0.5,0.25,0.0,Cl3,3
a537,mcs_lev,1.0,0.5,0.25,1.0,Cl4,4
a538,mcs_lev,0.0,0.75,0.0,0.25,Cl2,2
a539,mcs_lev,0.5,0.5,0.25,0.5,Cl3,3
a540,mcs_lev,1.0,0.0,0.0,1.0,Cl3,3
a541,mcs_lev,0.75,0.25,0.0,0.0,Cl2,2
a542,mcs_lev,1.0,0.0,0.5,0.0,Cl2,2
a543,mcs_lev,0.75,0.25,0.25,0.5,Cl3,3
a544,mcs_lev,0.25,0.25,0.5,0.75,Cl2,2
a545,mcs_lev,0.25,0.75,1.0,1.0,Cl3,3
a546,mcs_lev,0.0,0.0,0.25,0.75,Cl1,1
a547,mcs_lev,0.75,0.25,0.0,0.5,Cl3,3
a548,mcs_lev,0.25,0.25,0.5,0.0,Cl1,1
a549,mcs_lev,1.0,0.25,0.0,1.0,Cl3,3
a550,mcs_lev,0.75,0.5,1.0,0.5,Cl3,3
a551,mcs_lev,0.5,0.75,1.0,1.0,Cl4,4
a552,mcs_lev,0.0,0.0,0.0,0.25,Cl1,1
a553,mcs_lev,1.0,0.0,0.75,0.0,Cl2,2
a554,mcs_lev,0.5,0.0,0.25,1.0,Cl2,2
a555,mcs_lev,0.25,0.75,0.5,0.25,Cl3,3
a556,mcs_lev,0.0,0.0,0.75,0.25,Cl1,1
a557,mcs_lev,0.75,0.0,0.25,1.0,Cl3,3
a558,mcs_lev,0.25,1.0,0.0,0.5,Cl3,3
a559,mcs_lev,1.0,0.5,1.0,1.0,Cl4,4
a560,mcs_lev,0.0,0.5,0.25,1.0,Cl2,2
a561,mcs_lev,1.0,0.75,0.0,0.0,Cl3,3
a562,mcs_lev,0.75,0.0,0.75,0.5,Cl2,2
a563,mcs_lev,0.25,0.75,0.75,1.0,Cl3,3
a564,mcs_lev,0.5,0.5,0.5,0.25,Cl3,3
a565,mcs_lev,0.25,0.0,0.75,0.5,Cl1,1
a566,mcs_lev,1.0,0.0,0.0,0.75,Cl3,3
a567,mcs_lev,1.0,0.5,0.75,0.75,Cl4,4
a568,mcs_lev,0.5,0.25,1.0,1.0,Cl3,3
a569,mcs_lev,0.0,0.5,1.0,0.75,Cl2,2
a570,mcs_lev,0.5,0.0,0.5,1.0,Cl2,2
a571,mcs_lev,1.0,0.25,0.5,0.5,Cl3,3
a572,mcs_lev,0.5,0.5,1.0,0.75,Cl3,3
a573,mcs_lev,0.5,0.0,0.0,0.75,Cl2,2
a574,mcs_lev,0.5,0.25,1.0,0.25,Cl2,2
a575,mcs_lev,0.5,0.5,0.25,0.25,Cl3,3
a576,mcs_lev,0.5,0.0,0.75,0.25,Cl2,2
a577,mcs_lev,0.5,0.5,0.5,0.75,Cl3,3
a578,mcs_lev,0.5,1.0,0.0,0.5,Cl4,4
a579,mcs_lev,0.5,1.0,0.0,0.75,Cl4,4
a580,mcs_lev,0.0,0.0,0.5,1.0,Cl1,1
a581,mcs_lev,0.75,1.0,0.0,0.0,Cl4,4
a582,mcs_lev,0.25,0.0,0.0,0.0,Cl1,1
a583,mcs_lev,1.0,0.0,0.25,1.0,Cl3,3
a584,mcs_lev,1.0,1.0,1.0,0.25,Cl4,4
a585,mcs_lev,1.0,0.25,0.5,0.25,Cl3,3
a586,mcs_lev,0.75,0.25,0.75,0.5,Cl3,3
a587,mcs_lev,1.0,0.0,0.75,0.75,Cl3,3
a588,mcs_lev,0.75,0.25,0.5,0.75,Cl3,3
a589,mcs_lev,1.0,0.0,0.25,1.0,Cl3,3
a590,mcs_lev,0.75,1.0,0.0,0.75,Cl4,4
a591,mcs_lev,0.5,1.0,0.75,0.25,Cl4,4
a592,mcs_lev,0.25,0.75,0.75,0.25,Cl3,3
a593,mcs_lev,0.75,1.0,1.0,0.0,Cl4,4
a594,mcs_lev,1.0,0.0,0.25,0.5,Cl3,3
a595,mcs_lev,1.0,0.75,1.0,0.0,Cl4,4
a596,mcs_lev,0.25,0.75,0.25,0.75,Cl3,3
a597,mcs_lev,0.25,0.5,0.5,0.5,Cl2,2
a598,mcs_lev,0.0,1.0,0.25,0.0,Cl3,3
a599,mcs_lev,1.0,0.0,1.0,1.0,Cl3,3
a600,mcs_lev,0.25,1.0,0.5,0.25,Cl3,3
a601,mcs_lev,0.5,1.0,1.0,0.0,Cl3,3
a602,mcs_lev,1.0,0.0,0.25,0.75,Cl3,3
a603,mcs_lev,0.75,0.5,1.0,0.0,Cl3,3
a604,mcs_lev,1.0,0.25,0.0,0.0,Cl3,3
a605,mcs_lev,1.0,0.0,1.0,0.25,Cl3,3
a606,mcs_lev,1.0,0.5,0.0,0.5,Cl3,3
a607,mcs_lev,1.0,0.25,0.25,0.0,Cl3,3
a608,mcs_lev,0.25,0.25,1.0,0.25,Cl2,2
a609,mcs_lev,0.0,1.0,0.5,0.0,Cl3,3
a610,mcs_lev,0.5,0.0,1.0,0.0,Cl1,1
a611,mcs_lev,0.75,0.25,1.0,0.75,Cl3,3
a612,mcs_lev,0.25,0.5,0.25,0.0,Cl2,2
a613,mcs_lev,0.25,0.25,0.75,0.75,Cl2,2
a614,mcs_lev,0.0,0.75,1.0,1.0,Cl3,3
a615,mcs_lev,1.0,0.5,0.0,0.0,Cl3,3
a616,mcs_lev,0.75,0.5,0.0,1.0,Cl3,3
a617,mcs_lev,0.0,0.75,0.75,0.25,Cl2,2
a618,mcs_lev,0.5,0.75,0.75,1.0,Cl4,4
a619,mcs_lev,0.5,1.0,1.0,1.0,Cl4,4
a620,mcs_lev,1.0,0.25,1.0,0.0,Cl3,3
a621,mcs_lev,1.0,0.5,0.5,0.0,Cl3,3
a622,mcs_lev,1.0,0.25,1.0,0.0,Cl3,3
a623,mcs_lev,0.5,1.0,0.0,1.0,Cl4,4
a624,mcs_lev,0.5,0.0,0.0,0.5,Cl2,2
a625,mcs_lev,0.25,0.25,0.75,0.75,Cl2,2
a626,mcs_lev,0.75,0.75,1.0,0.5,Cl4,4
a627,mcs_lev,0.0,0.75,1.0,1.0,Cl3,3
a628,mcs_lev,0.75,1.0,0.25,1.0,Cl4,4
a629,mcs_lev,0.75,0.0,0.5,0.5,Cl2,2
a630,mcs_lev,0.25,0.5,0.0,0.25,Cl2,2
a631,mcs_lev,0.25,0.0,0.75,0.0,Cl1,1
a632,mcs_lev,0.5,1.0,0.25,0.0,Cl3,3
a633,mcs_lev,0.5,0.75,0.75,0.0,Cl3,3
a634,mcs_lev,0.75,0.25,0.0,1.0,Cl3,3
a635,mcs_lev,0.0,0.5,0.5,0.75,Cl2,2
a636,mcs_lev,0.75,0.5,0.25,1.0,Cl3,3
a637,mcs_lev,0.0,0.75,0.75,1.0,Cl3,3
a638,mcs_lev,0.75,0.75,0.0,0.75,Cl4,4
a639,mcs_lev,0.5,0.0,1.0,1.0,Cl2,2
a640,mcs_lev,1.0,0.25,0.0,0.25,Cl3,3
a641,mcs_lev,0.5,0.0,0.25,0.75,Cl2,2
a642,mcs_lev,0.75,0.25,0.75,1.0,Cl3,3
a643,mcs_lev,0.5,0.5,1.0,1.0,Cl3,3
a644,mcs_lev,0.5,1.0,0.25,0.75,Cl4,4
a645,mcs_lev,0.25,0.5,0.75,0.0,Cl2,2
a646,mcs_lev,0.25,0.0,0.75,1.0,Cl2,2
a647,mcs_lev,0.0,1.0,0.0,1.0,Cl3,3
a648,mcs_lev,0.5,0.0,0.75,0.75,Cl2,2
a649,mcs_lev,1.0,0.75,0.75,0.25,Cl4,4
a650,mcs_lev,0.0,0.5,0.0,0.75,Cl2,2
a651,mcs_lev,1.0,0.25,0.25,0.25,Cl3,3
a652,mcs_lev,0.5,0.25,0.75,0.5,Cl2,2
a653,mcs_lev,0.25,0.25,0.75,1.0,Cl2,2
a654,mcs_lev,0.25,0.25,0.0,0.5,Cl2,2
a655,mcs_lev,0.5,0.25,0.0,1.0,Cl3,3
a656,mcs_lev,0.0,1.0,1.0,0.0,Cl3,3
a657,mcs_lev,0.75,1.0,0.75,1.0,Cl4,4
a658,mcs_lev,0.0,0.0,0.75,1.0,Cl1,1
a659,mcs_lev,0.25,0.25,0.75,0.25,Cl2,2
a660,mcs_lev,0.25,0.0,1.0,1.0,Cl2,2
a661,mcs_lev,0.0,0.75,0.5,0.0,Cl2,2
a662,mcs_lev,1.0,1.0,0.0,0.25,Cl4,4
a663,mcs_lev,0.25,0.0,0.5,1.0,Cl2,2
a664,mcs_lev,0.75,0.75,0.25,0.75,Cl4,4
a665,mcs_lev,0.5,0.5,0.5,0.5,Cl3,3
a666,mcs_lev,0.25,0.25,0.25,0.5,Cl2,2
a667,mcs_lev,0.0,0.5,0.0,0.75,Cl2,2
a668,mcs_lev,0.0,0.25,0.5,0.25,Cl1,1
a669,mcs_lev,1.0,0.25,0.75,0.25,Cl3,3
a670,mcs_lev,0.75,0.0,0.25,0.25,Cl2,2
a671,mcs_lev,0.5,0.0,0.5,0.25,Cl1,1
a672,mcs_lev,0.5,0.5,0.25,0.25,Cl3,3
a673,mcs_lev,1.0,0.5,1.0,0.0,Cl3,3
a674,mcs_lev,0.75,0.25,0.75,0.0,Cl2,2
a675,mcs_lev,0.75,0.25,1.0,0.75,Cl3,3
a676,mcs_lev,0.25,0.5,0.5,0.5,Cl2,2
a677,mcs_lev,1.0,0.0,0.5,0.0,Cl2,2
a678,mcs_lev,0.75,0.25,0.0,0.25,Cl2,2
a679,mcs_lev,0.5,0.75,0.75,0.75,Cl4,4
a680,mcs_lev,0.25,0.5,1.0,0.25,Cl2,2
a681,mcs_lev,0.25,0.0,0.0,0.5,Cl1,1
a682,mcs_lev,0.5,0.5,0.0,0.75,Cl3,3
a683,mcs_lev,0.75,0.25,1.0,0.0,Cl2,2
a684,mcs_lev,0.75,1.0,0.75,0.75,Cl4,4
a685,mcs_lev,0.5,0.5,0.5,1.0,Cl3,3
a686,mcs_lev,0.75,1.0,0.0,0.75,Cl4,4
a687,mcs_lev,0.5,1.0,1.0,0.25,Cl4,4
a688,mcs_lev,0.0,0.25,0.5,0.5,Cl1,1
a689,mcs_lev,1.0,0.5,0.5,0.0,Cl3,3
a690,mcs_lev,0.75,0.25,0.25,1.0,Cl3,3
a691,mcs_lev,0.5,0.0,0.75,0.75,Cl2,2
a692,mcs_lev,1.0,0.25,0.25,0.25,Cl3,3
a693,mcs_lev,0.5,0.5,0.25,0.25,Cl3,3
a694,mcs_lev,0.75,0.75,0.75,0.5,Cl4,4
a695,mcs_lev,0.5,0.25,0.75,1.0,Cl3,3
a696,mcs_lev,0.25,0.25,0.5,0.75,Cl2,2
a697,mcs_lev,0.5,0.0,0.75,0.75,Cl2,2
a698,mcs_lev,0.75,0.0,0.75,1.0,Cl3,3
a699,mcs_lev,0.0,0.0,0.75,1.0,Cl1,1
a700,mcs_lev,0.5,0.25,1.0,0.75,Cl3,3
a701,mcs_lev,0.0,0.75,0.25,0.75,Cl3,3
a702,mcs_lev,0.75,0.25,0.5,0.5,Cl3,3
a703,mcs_lev,0.25,0.25,0.25,0.75,Cl2,2
a704,mcs_lev,0.25,1.0,0.75,0.0,Cl3,3
a705,mcs_lev,0.75,0.5,0.0,0.0,Cl3,3
a706,mcs_lev,1.0,1.0,0.0,0.25,Cl4,4
a707,mcs_lev,0.75,0.0,1.0,0.0,Cl2,2
a708,mcs_lev,0.5,1.0,1.0,0.25,Cl4,4
a709,mcs_lev,0.25,0.5,0.5,1.0,Cl3,3
a710,mcs_lev,1.0,0.0,0.75,1.0,Cl3,3
a711,mcs_lev,0.0,0.25,1.0,0.25,Cl1,1
a712,mcs_lev,0.0,0.5,0.25,0.0,Cl1,1
a713,mcs_lev,0.75,0.0,0.0,0.75,Cl2,2
a714,mcs_lev,0.5,0.5,1.0,0.5,Cl3,3
a715,mcs_lev,0.0,1.0,0.0,0.75,Cl3,3
a716,mcs_lev,0.0,1.0,1.0,0.5,Cl3,3
a717,mcs_lev,1.0,0.25,0.25,1.0,Cl3,3
a718,mcs_lev,0.75,0.75,0.5,1.0,Cl4,4
a719,mcs_lev,0.25,0.25,1.0,0.75,Cl2,2
a720,mcs_lev,0.75,0.25,0.25,0.75,Cl3,3
a721,mcs_lev,0.25,0.75,0.0,0.25,Cl3,3
a722,mcs_lev,0.25,0.5,0.0,0.0,Cl2,2
a723,mcs_lev,0.5,1.0,1.0,0.5,Cl4,4
a724,mcs_lev,0.25,0.25,1.0,0.25,Cl2,2
a725,mcs_lev,0.5,1.0,0.0,0.5,Cl4,4
a726,mcs_lev,0.5,0.75,0.75,0.25,Cl3,3
a727,mcs_lev,0.5,0.75,0.75,0.75,Cl4,4
a728,mcs_lev,0.75,0.5,0.75,0.5,Cl3,3
a729,mcs_lev,0.75,1.0,0.75,0.75,Cl4,4
a730,mcs_lev,0.5,0.25,0.0,0.0,Cl2,2
a731,mcs_lev,0.5,0.0,0.5,0.0,Cl1,1
a732,mcs_lev,0.75,0.75,1.0,0.5,Cl4,4
a733,mcs_lev,0.5,1.0,0.75,0.0,Cl3,3
a734,mcs_lev,1.0,0.0,0.75,0.0,Cl2,2
a735,mcs_lev,0.0,1.0,0.25,0.0,Cl3,3
a736,mcs_lev,0.5,0.5,0.5,0.0,Cl2,2
a737,mcs_lev,0.0,0.5,0.5,0.0,Cl1,1
a738,mcs_lev,0.25,0.5,0.5,0.75,Cl3,3
a739,mcs_lev,0.5,0.25,1.0,0.5,Cl2,2
a740,mcs_lev,0.75,0.25,0.75,0.0,Cl2,2
a741,mcs_lev,0.75,0.0,0.0,1.0,Cl3,3
a742,mcs_lev,0.25,0.5,0.0,0.25,Cl2,2
a743,mcs_lev,0.25,0.5,1.0,0.5,Cl3,3
a744,mcs_lev,1.0,0.75,0.25,0.75,Cl4,4
a745,mcs_lev,0.75,0.25,0.25,0.0,Cl2,2
a746,mcs_lev,1.0,1.0,0.75,0.5,Cl4,4
a747,mcs_lev,1.0,0.25,0.25,0.25,Cl3,3
a748,mcs_lev,0.5,1.0,0.5,1.0,Cl4,4
a749,mcs_lev,0.25,0.25,0.25,1.0,Cl2,2
a750,mcs_lev,1.0,0.0,0.5,1.0,Cl3,3
a751,mcs_lev,1.0,1.0,0.5,1.0,Cl4,4
a752,mcs_lev,0.25,0.0,0.25,1.0,Cl2,2
a753,mcs_lev,1.0,0.75,0.75,0.5,Cl4,4
a754,mcs_lev,0.25,1.0,0.5,0.75,Cl4,4
a755,mcs_lev,0.5,0.5,0.25,0.75,Cl3,3
a756,mcs_lev,0.75,0.25,0.75,0.5,Cl3,3
a757,mcs_lev,0.25,0.0,0.5,0.5,Cl1,1
a758,mcs_lev,0.75,0.75,1.0,0.0,Cl3,3
a759,mcs_lev,0.75,0.0,0.75,0.0,Cl2,2
a760,mcs_lev,0.75,0.25,0.5,0.0,Cl2,2
a761,mcs_lev,0.5,0.25,0.75,0.0,Cl2,2
a762,mcs_lev,0.75,0.5,1.0,0.0,Cl3,3
a763,mcs_lev,0.5,0.0,0.5,0.0,Cl1,1
a764,mcs_lev,0.75,0.5,0.0,1.0,Cl3,3
a765,mcs_lev,0.25,0.5,0.25,1.0,Cl3,3
a766,mcs_lev,1.0,0.0,1.0,0.0,Cl2,2
a767,mcs_lev,0.25,1.0,1.0,0.25,Cl3,3
a768,mcs_lev,0.0,1.0,1.0,0.5,Cl3,3
a769,mcs_lev,0.0,0.5,0.5,1.0,Cl2,2
a770,mcs_lev,1.0,0.75,0.5,0.0,Cl4,4
a771,mcs_lev,0.5,0.25,0.5,0.0,Cl2,2
a772,mcs_lev,0.0,0.5,0.75,0.75,Cl2,2
a773,mcs_lev,0.25,0.5,1.0,0.25,Cl2,2
a774,mcs_lev,1.0,0.75,1.0,0.75,Cl4,4
a775,mcs_lev,0.5,0.75,0.5,0.0,Cl3,3
a776,mcs_lev,0.0,0.5,0.0,0.25,Cl2,2
a777,mcs_lev,1.0,1.0,0.25,0.0,Cl4,4
a778,mcs_lev,0.5,0.25,0.5,0.25,Cl2,2
a779,mcs_lev,0.5,0.5,0.75,1.0,Cl3,3
a780,mcs_lev,0.25,1.0,0.5,0.5,Cl3,3
a781,mcs_lev,1.0,0.5,1.0,1.0,Cl4,4
a782,mcs_lev,0.0,0.75,1.0,0.25,Cl2,2
a783,mcs_lev,0.25,0.75,0.75,0.5,Cl3,3
a784,mcs_lev,0.25,0.5,0.0,1.0,Cl3,3
a785,mcs_lev,1.0,0.75,0.75,0.25,Cl4,4
a786,mcs_lev,0.5,0.25,0.0,0.0,Cl2,2
a787,mcs_lev,0.5,0.5,0.5,0.0,Cl2,2
a788,mcs_lev,0.0,0.75,0.75,0.5,Cl3,3
a789,mcs_lev,1.0,0.75,1.0,0.5,Cl4,4
a790,mcs_lev,0.5,0.5,0.0,0.25,Cl2,2
a791,mcs_lev,0.0,0.5,0.5,1.0,Cl2,2
a792,mcs_lev,0.5,1.0,0.0,1.0,Cl4,4
a793,mcs_lev,0.5,0.75,0.75,0.75,Cl4,4
a794,mcs_lev,0.75,0.25,1.0,1.0,Cl3,3
a795,mcs_lev,0.5,0.0,0.5,0.0,Cl1,1
a796,mcs_lev,0.75,1.0,0.25,1.0,Cl4,4
a797,mcs_lev,0.25,1.0,0.25,0.75,Cl3,3
a798,mcs_lev,0.25,0.5,0.75,0.75,Cl3,3
a799,mcs_lev,0.0,0.25,0.5,0.5,Cl1,1
a800,mcs_lev,1.0,0.5,0.0,0.5,Cl3,3
a801,mcs_lev,0.25,0.5,0.75,0.5,Cl2,2
a802,mcs_lev,0.0,1.0,1.0,0.5,Cl3,3
a803,mcs_lev,0.75,0.5,0.75,0.25,Cl3,3
a804,mcs_lev,1.0,0.75,0.0,1.0,Cl4,4
a805,mcs_lev,0.25,0.5,0.0,1.0,Cl3,3
a806,mcs_lev,0.25,0.25,0.5,1.0,Cl2,2
a807,mcs_lev,0.75,1.0,0.25,0.0,Cl4,4
a808,mcs_lev,1.0,0.5,1.0,0.25,Cl3,3
a809,mcs_lev,0.75,1.0,0.75,0.25,Cl4,4
a810,mcs_lev,0.75,0.5,0.0,0.75,Cl3,3
a811,mcs_lev,0.0,0.75,0.5,0.75,Cl3,3
a812,mcs_lev,0.25,0.5,1.0,0.5,Cl3,3
a813,mcs_lev,0.75,0.25,1.0,0.0,Cl2,2
a814,mcs_lev,0.5,0.75,0.25,0.75,Cl3,3
a815,mcs_lev,1.0,0.0,0.25,0.25,Cl2,2
a816,mcs_lev,0.0,0.25,0.25,1.0,Cl2,2
a817,mcs_lev,1.0,0.0,1.0,1.0,Cl3,3
a818,mcs_lev,0.75,0.0,0.0,0.75,Cl2,2
a819,mcs_lev,0.75,1.0,0.5,1.0,Cl4,4
a820,mcs_lev,0.25,0.75,0.25,1.0,Cl3,3
a821,mcs_lev,0.0,1.0,0.5,0.25,Cl3,3
a822,mcs_lev,1.0,0.25,0.5,0.0,Cl3,3
a823,mcs_lev,0.75,0.25,0.75,0.25,Cl3,3
a824,mcs_lev,1.0,0.5,0.0,0.75,Cl4,4
a825,mcs_lev,0.75,1.0,0.5,0.5,Cl4,4
a826,mcs_lev,0.75,0.0,1.0,0.25,Cl2,2
a827,mcs_lev,0.5,0.0,0.0,0.25,Cl1,1
a828,mcs_lev,0.0,0.75,0.5,0.5,Cl3,3
a829,mcs_lev,0.75,0.75,0.25,0.0,Cl3,3
a830,mcs_lev,0.75,0.25,0.25,0.0,Cl2,2
a831,mcs_lev,1.0,1.0,0.25,0.75,Cl4,4
a832,mcs_lev,0.75,0.25,0.5,0.5,Cl3,3
a833,mcs_lev,0.5,0.0,0.25,0.25,Cl1,1
a834,mcs_lev,1.0,0.25,0.75,1.0,Cl4,4
a835,mcs_lev,0.5,0.75,0.75,0.25,Cl3,3
a836,mcs_lev,0.0,0.5,0.75,0.25,Cl2,2
a837,mcs_lev,0.0,0.25,0.25,0.5,Cl1,1
a838,mcs_lev,0.25,0.0,0.25,1.0,Cl2,2
a839,mcs_lev,0.5,0.25,0.25,0.75,Cl2,2
a840,mcs_lev,1.0,0.25,0.25,0.5,Cl3,3
a841,mcs_lev,0.75,1.0,0.5,0.5,Cl4,4
a842,mcs_lev,1.0,0.75,1.0,1.0,Cl4,4
a843,mcs_lev,0.75,0.0,0.25,0.5,Cl2,2
a844,mcs_lev,0.75,0.25,0.25,0.5,Cl3,3
a845,mcs_lev,0.0,1.0,0.75,0.25,Cl3,3
